timestamp,machine,fonte,temperature,vibration,current,rotation,flow,humidity,gas,status_code
2026-09-23T22:33:01+00:00,M01,simulado,70.3,2.4,6.7,3462.0,35.2,29.7,,0
2026-09-23T22:33:11+00:00,M01,simulado,70.3,2.2,6.9,3479.0,35.8,29.9,,0
2026-09-23T22:33:21+00:00,M01,simulado,70.2,2.0,6.8,3482.0,36.5,28.7,,0
2026-09-23T22:33:31+00:00,M01,simulado,70.2,2.0,6.9,3485.0,37.4,27.9,,0
2026-09-23T22:33:41+00:00,M01,simulado,70.3,2.0,6.7,3481.0,36.5,29.4,,0
2026-09-23T22:33:51+00:00,M01,simulado,70.4,1.8,6.5,3466.0,37.1,28.4,,0
2026-09-23T22:34:01+00:00,M01,simulado,70.5,2.0,6.8,3474.0,37.1,28.1,,0
2026-09-23T22:34:11+00:00,M01,simulado,70.3,2.2,6.6,3478.0,37.6,27.4,,0
2026-09-23T22:34:21+00:00,M01,simulado,70.3,2.3,6.5,3501.0,37.9,28.9,,0
2026-09-23T22:34:31+00:00,M01,simulado,70.3,2.3,6.4,3517.0,37.1,29.7,,0
2026-09-23T22:34:41+00:00,M01,simulado,70.2,2.3,6.3,3533.0,36.8,30.3,,0
2026-09-23T22:34:51+00:00,M01,simulado,70.2,2.3,6.1,3540.0,36.3,27.0,,0
2026-09-23T22:35:01+00:00,M01,simulado,70.1,2.5,6.0,3535.0,36.9,26.6,,0
2026-09-23T22:35:11+00:00,M01,simulado,69.9,2.3,6.1,3555.0,36.9,30.0,,0
2026-09-23T22:35:21+00:00,M01,simulado,69.9,2.3,6.1,3573.0,37.1,27.9,,0
2026-09-23T22:35:31+00:00,M01,simulado,70.1,2.3,6.1,3551.0,38.0,28.9,,0
2026-09-23T22:35:41+00:00,M01,simulado,69.9,2.3,6.3,3531.0,37.5,27.2,,0
2026-09-23T22:35:51+00:00,M01,simulado,69.9,2.2,6.4,3520.0,37.4,28.5,,0
2026-09-23T22:36:01+00:00,M01,simulado,69.9,1.9,6.2,3542.0,37.2,28.5,,0
2026-09-23T22:36:11+00:00,M01,simulado,69.8,1.8,6.3,3555.0,37.7,27.5,,0
2026-09-23T22:36:21+00:00,M01,simulado,69.9,1.8,6.3,3546.0,38.0,27.9,,0
2026-09-23T22:36:31+00:00,M01,simulado,69.9,1.6,6.5,3550.0,38.0,27.1,,0
2026-09-23T22:36:41+00:00,M01,simulado,69.8,1.7,6.3,3554.0,37.1,27.2,,0
2026-09-23T22:36:51+00:00,M01,simulado,69.7,1.6,6.2,3573.0,37.5,29.5,,0
2026-09-23T22:37:01+00:00,M01,simulado,70.0,1.7,6.1,3561.0,36.8,27.9,,0
2026-09-23T22:37:11+00:00,M01,simulado,69.8,1.9,6.3,3552.0,36.5,26.8,,0
2026-09-23T22:37:21+00:00,M01,simulado,69.8,2.1,6.2,3530.0,35.7,30.4,,0
2026-09-23T22:37:31+00:00,M01,simulado,69.8,2.2,6.3,3507.0,34.8,27.9,,0
2026-09-23T22:37:41+00:00,M01,simulado,69.7,2.4,6.3,3512.0,34.1,26.8,,0
2026-09-23T22:37:51+00:00,M01,simulado,69.7,2.4,6.4,3506.0,35.0,29.0,,0
2026-09-23T22:38:01+00:00,M01,simulado,69.8,2.4,6.3,3497.0,34.1,28.3,,0
2026-09-23T22:38:11+00:00,M01,simulado,69.8,2.2,6.6,3507.0,33.6,27.9,,0
2026-09-23T22:38:21+00:00,M01,simulado,69.7,2.0,6.9,3517.0,34.6,27.9,,0
2026-09-23T22:38:31+00:00,M01,simulado,69.9,2.0,6.6,3540.0,34.3,26.6,,0
2026-09-23T22:38:41+00:00,M01,simulado,69.8,1.9,6.4,3533.0,35.0,28.0,,0
2026-09-23T22:38:51+00:00,M01,simulado,69.9,1.9,6.7,3551.0,35.7,27.3,,0
2026-09-23T22:39:01+00:00,M01,simulado,69.9,1.9,6.5,3565.0,35.9,27.4,,0
2026-09-23T22:39:11+00:00,M01,simulado,69.9,1.9,6.4,3552.0,35.3,27.6,,0
2026-09-23T22:39:21+00:00,M01,simulado,70.0,1.7,6.1,3577.0,36.2,29.0,,0
2026-09-23T22:39:31+00:00,M01,simulado,70.1,1.7,6.3,3580.0,36.0,28.4,,0
2026-09-23T22:39:41+00:00,M01,simulado,70.0,1.4,6.1,3558.0,36.9,27.5,,0
2026-09-23T22:39:51+00:00,M01,simulado,70.2,1.4,6.1,3556.0,37.3,29.7,,0
2026-09-23T22:40:01+00:00,M01,simulado,70.0,1.2,6.0,3534.0,36.8,29.7,,0
2026-09-23T22:40:11+00:00,M01,simulado,69.9,1.0,6.0,3527.0,36.0,29.5,,0
2026-09-23T22:40:21+00:00,M01,simulado,70.0,1.0,6.2,3535.0,35.3,27.6,,0
2026-09-23T22:40:31+00:00,M01,simulado,69.8,1.0,6.2,3546.0,34.5,29.3,,0
2026-09-23T22:40:41+00:00,M01,simulado,70.0,1.2,6.1,3524.0,34.3,28.2,,0
2026-09-23T22:40:51+00:00,M01,simulado,70.1,1.3,6.4,3544.0,33.9,29.4,,0
2026-09-23T22:41:01+00:00,M01,simulado,70.1,1.2,6.2,3541.0,33.9,26.7,,0
2026-09-23T22:41:11+00:00,M01,simulado,70.1,1.4,6.0,3551.0,34.2,30.6,,0
2026-09-23T22:41:21+00:00,M01,simulado,70.0,1.6,6.0,3549.0,33.4,29.4,,0
2026-09-23T22:41:31+00:00,M01,simulado,70.0,1.3,6.0,3571.0,32.5,27.1,,0
2026-09-23T22:41:41+00:00,M01,simulado,70.1,1.3,6.1,3564.0,33.0,29.1,,0
2026-09-23T22:41:51+00:00,M01,simulado,70.0,1.4,6.0,3551.0,32.7,30.1,,0
2026-09-23T22:42:01+00:00,M01,simulado,69.9,1.5,6.0,3553.0,32.3,27.7,,0
2026-09-23T22:42:11+00:00,M01,simulado,69.8,1.5,6.0,3540.0,33.0,27.0,,0
2026-09-23T22:42:21+00:00,M01,simulado,70.0,1.6,6.0,3537.0,32.9,28.1,,0
2026-09-23T22:42:31+00:00,M01,simulado,70.1,1.8,6.0,3550.0,33.7,27.3,,0
2026-09-23T22:42:41+00:00,M01,simulado,70.2,2.0,6.0,3554.0,34.7,29.7,,0
2026-09-23T22:42:51+00:00,M01,simulado,70.2,2.1,6.2,3554.0,34.3,28.4,,0
2026-09-23T22:43:01+00:00,M01,simulado,70.3,2.2,6.2,3576.0,34.6,27.9,,0
2026-09-23T22:43:11+00:00,M01,simulado,70.1,2.3,6.2,3570.0,35.2,27.7,,0
2026-09-23T22:43:21+00:00,M01,simulado,70.2,2.5,6.5,3580.0,34.3,27.9,,0
2026-09-23T22:43:31+00:00,M01,simulado,70.0,2.4,6.5,3562.0,34.7,29.3,,0
2026-09-23T22:43:41+00:00,M01,simulado,69.9,2.6,6.8,3563.0,34.3,28.1,,0
2026-09-23T22:43:51+00:00,M01,simulado,70.1,2.5,6.9,3574.0,33.9,27.2,,0
2026-09-23T22:44:01+00:00,M01,simulado,69.9,2.6,7.0,3558.0,34.6,30.0,,0
2026-09-23T22:44:11+00:00,M01,simulado,69.7,2.6,7.2,3570.0,35.4,27.0,,0
2026-09-23T22:44:21+00:00,M01,simulado,70.0,2.4,7.1,3570.0,35.9,30.4,,0
2026-09-23T22:44:31+00:00,M01,simulado,70.0,2.2,6.9,3558.0,35.6,28.6,,0
2026-09-23T22:44:41+00:00,M01,simulado,70.1,2.0,6.7,3539.0,36.6,29.3,,0
2026-09-23T22:44:51+00:00,M01,simulado,70.1,2.1,6.5,3528.0,35.6,27.6,,0
2026-09-23T22:45:01+00:00,M01,simulado,70.1,1.9,6.2,3508.0,36.3,29.2,,0
2026-09-23T22:45:11+00:00,M01,simulado,70.2,1.7,6.5,3493.0,36.8,29.6,,0
2026-09-23T22:45:21+00:00,M01,simulado,70.1,1.8,6.7,3517.0,36.8,30.4,,0
2026-09-23T22:45:31+00:00,M01,simulado,70.2,1.8,6.5,3528.0,36.2,28.1,,0
2026-09-23T22:45:41+00:00,M01,simulado,70.0,1.6,6.8,3545.0,36.8,29.4,,0
2026-09-23T22:45:51+00:00,M01,simulado,69.8,1.4,6.7,3536.0,37.2,28.6,,0
2026-09-23T22:46:01+00:00,M01,simulado,70.0,1.4,6.8,3540.0,36.5,29.3,,0
2026-09-23T22:46:11+00:00,M01,simulado,70.2,1.3,6.9,3515.0,37.3,29.9,,0
2026-09-23T22:46:21+00:00,M01,simulado,70.0,1.2,7.0,3499.0,36.4,29.8,,0
2026-09-23T22:46:31+00:00,M01,simulado,69.9,1.4,6.8,3480.0,36.1,27.3,,0
2026-09-23T22:46:41+00:00,M01,simulado,69.8,1.6,6.8,3483.0,35.4,27.2,,0
2026-09-23T22:46:51+00:00,M01,simulado,70.1,1.7,6.7,3506.0,35.1,27.4,,0
2026-09-23T22:47:01+00:00,M01,simulado,70.1,1.7,6.4,3498.0,34.6,29.9,,0
2026-09-23T22:47:11+00:00,M01,simulado,70.1,1.5,6.7,3514.0,35.0,30.5,,0
2026-09-23T22:47:21+00:00,M01,simulado,69.9,1.4,6.9,3500.0,35.1,27.8,,0
2026-09-23T22:47:31+00:00,M01,simulado,69.9,1.4,6.9,3498.0,35.3,28.4,,0
2026-09-23T22:47:41+00:00,M01,simulado,69.8,1.3,6.9,3523.0,36.1,27.7,,0
2026-09-23T22:47:51+00:00,M01,simulado,69.7,1.4,7.0,3507.0,35.5,27.1,,0
2026-09-23T22:48:01+00:00,M01,simulado,69.9,1.2,6.8,3498.0,35.8,26.9,,0
2026-09-23T22:48:11+00:00,M01,simulado,70.1,1.1,6.8,3480.0,36.8,29.3,,0
2026-09-23T22:48:21+00:00,M01,simulado,70.2,1.0,6.6,3499.0,35.8,28.3,,0
2026-09-23T22:48:31+00:00,M01,simulado,70.0,1.0,6.3,3519.0,35.1,27.5,,0
2026-09-23T22:48:41+00:00,M01,simulado,69.8,1.0,6.2,3527.0,35.0,30.5,,0
2026-09-23T22:48:51+00:00,M01,simulado,70.0,1.0,6.1,3506.0,35.2,29.6,,0
2026-09-23T22:49:01+00:00,M01,simulado,70.1,1.0,6.2,3496.0,34.3,29.0,,0
2026-09-23T22:49:11+00:00,M01,simulado,70.0,1.0,6.1,3487.0,34.2,27.5,,0
2026-09-23T22:49:21+00:00,M01,simulado,70.0,1.0,6.2,3468.0,34.9,30.2,,0
2026-09-23T22:49:31+00:00,M01,simulado,69.9,1.0,6.3,3448.0,34.4,29.0,,0
2026-09-23T22:49:41+00:00,M01,simulado,69.8,1.0,6.2,3450.0,34.2,29.9,,0
2026-09-23T22:49:51+00:00,M01,simulado,69.7,1.0,6.5,3438.0,34.6,28.0,,0
2026-09-23T22:50:01+00:00,M01,simulado,69.7,1.1,6.3,3442.0,35.3,30.2,,0
2026-09-23T22:50:11+00:00,M01,simulado,69.7,1.0,6.2,3463.0,35.1,29.2,,0
2026-09-23T22:50:21+00:00,M01,simulado,69.7,1.0,6.1,3441.0,35.8,27.2,,0
2026-09-23T22:50:31+00:00,M01,simulado,69.6,1.0,6.1,3439.0,35.8,28.9,,0
2026-09-23T22:50:41+00:00,M01,simulado,69.5,1.1,6.0,3456.0,36.8,30.4,,0
2026-09-23T22:50:51+00:00,M01,simulado,69.6,1.3,6.0,3459.0,37.3,30.4,,0
2026-09-23T22:51:01+00:00,M01,simulado,69.9,1.5,6.0,3450.0,37.3,29.0,,0
2026-09-23T22:51:11+00:00,M01,simulado,69.7,1.5,6.0,3436.0,37.3,30.0,,0
2026-09-23T22:51:21+00:00,M01,simulado,69.7,1.3,6.1,3443.0,37.2,28.3,,0
2026-09-23T22:51:31+00:00,M01,simulado,69.9,1.2,6.0,3431.0,36.8,30.5,,0
2026-09-23T22:51:41+00:00,M01,simulado,69.8,1.2,6.0,3425.0,37.5,30.7,,0
2026-09-23T22:51:51+00:00,M01,simulado,70.0,1.0,6.3,3429.0,38.0,30.1,,0
2026-09-23T22:52:01+00:00,M01,simulado,69.9,1.0,6.1,3420.0,37.4,29.5,,0
2026-09-23T22:52:11+00:00,M01,simulado,69.8,1.0,6.0,3442.0,38.0,29.6,,0
2026-09-23T22:52:21+00:00,M01,simulado,69.8,1.0,6.2,3456.0,37.4,29.0,,0
2026-09-23T22:52:31+00:00,M01,simulado,69.6,1.0,6.0,3463.0,37.9,30.5,,0
2026-09-23T22:52:41+00:00,M01,simulado,69.6,1.1,6.0,3457.0,37.9,28.2,,0
2026-09-23T22:52:51+00:00,M01,simulado,69.7,1.0,6.1,3480.0,37.8,29.3,,0
2026-09-23T22:53:01+00:00,M01,simulado,69.9,1.1,6.1,3463.0,37.1,27.5,,0
2026-09-23T22:53:11+00:00,M01,simulado,69.9,1.3,6.4,3464.0,36.4,29.2,,0
2026-09-23T22:53:21+00:00,M01,simulado,70.0,1.4,6.3,3461.0,36.9,29.2,,0
2026-09-23T22:53:31+00:00,M01,simulado,69.9,1.2,6.5,3476.0,36.6,27.3,,0
2026-09-23T22:53:41+00:00,M01,simulado,69.8,1.1,6.6,3454.0,36.8,30.4,,0
2026-09-23T22:53:51+00:00,M01,simulado,69.9,1.2,6.9,3447.0,37.8,28.2,,0
2026-09-23T22:54:01+00:00,M01,simulado,69.9,1.0,6.7,3472.0,38.0,28.3,,0
2026-09-23T22:54:11+00:00,M01,simulado,69.8,1.0,6.7,3460.0,38.0,28.8,,0
2026-09-23T22:54:21+00:00,M01,simulado,69.7,1.2,6.5,3449.0,38.0,29.4,,0
2026-09-23T22:54:31+00:00,M01,simulado,69.7,1.3,6.6,3431.0,37.4,30.7,,0
2026-09-23T22:54:41+00:00,M01,simulado,69.6,1.3,6.9,3453.0,38.0,28.4,,0
2026-09-23T22:54:51+00:00,M01,simulado,69.5,1.1,6.7,3445.0,38.0,30.8,,0
2026-09-23T22:55:01+00:00,M01,simulado,69.5,1.0,6.8,3458.0,37.7,28.0,,0
2026-09-23T22:55:11+00:00,M01,simulado,69.6,1.0,6.6,3449.0,37.8,29.7,,0
2026-09-23T22:55:21+00:00,M01,simulado,69.8,1.0,6.7,3437.0,38.0,30.3,,0
2026-09-23T22:55:31+00:00,M01,simulado,69.6,1.0,6.7,3425.0,38.0,27.1,,0
2026-09-23T22:55:41+00:00,M01,simulado,69.8,1.2,7.0,3420.0,37.7,27.8,,0
2026-09-23T22:55:51+00:00,M01,simulado,69.7,1.0,7.0,3424.0,37.1,28.2,,0
2026-09-23T22:56:01+00:00,M01,simulado,69.9,1.2,7.3,3428.0,38.0,28.8,,0
2026-09-23T22:56:11+00:00,M01,simulado,69.8,1.0,7.1,3420.0,37.3,28.4,,0
2026-09-23T22:56:21+00:00,M01,simulado,69.9,1.2,7.2,3420.0,36.7,29.4,,0
2026-09-23T22:56:31+00:00,M01,simulado,70.0,1.2,7.0,3420.0,36.0,29.8,,0
2026-09-23T22:56:41+00:00,M01,simulado,69.8,1.1,6.9,3420.0,36.1,28.8,,0
2026-09-23T22:56:51+00:00,M01,simulado,69.9,1.3,6.6,3420.0,36.7,28.6,,0
2026-09-23T22:57:01+00:00,M01,simulado,70.0,1.3,6.9,3420.0,36.8,27.3,,0
2026-09-23T22:57:11+00:00,M01,simulado,69.9,1.5,6.6,3424.0,36.5,30.8,,0
2026-09-23T22:57:21+00:00,M01,simulado,69.9,1.6,6.6,3432.0,36.7,26.9,,0
2026-09-23T22:57:31+00:00,M01,simulado,69.9,1.4,6.6,3420.0,37.6,29.1,,0
2026-09-23T22:57:41+00:00,M01,simulado,69.8,1.5,6.6,3420.0,36.9,28.4,,0
2026-09-23T22:57:51+00:00,M01,simulado,69.8,1.4,6.8,3442.0,37.8,28.1,,0
2026-09-23T22:58:01+00:00,M01,simulado,69.9,1.6,6.7,3462.0,37.6,27.8,,0
2026-09-23T22:58:11+00:00,M01,simulado,69.8,1.4,6.5,3463.0,36.7,29.1,,0
2026-09-23T22:58:21+00:00,M01,simulado,69.7,1.2,6.3,3488.0,36.1,27.6,,0
2026-09-23T22:58:31+00:00,M01,simulado,69.8,1.1,6.1,3493.0,35.3,27.3,,0
2026-09-23T22:58:41+00:00,M01,simulado,69.6,1.0,6.3,3483.0,35.4,27.2,,0
2026-09-23T22:58:51+00:00,M01,simulado,69.8,1.0,6.3,3488.0,35.7,28.6,,0
2026-09-23T22:59:01+00:00,M01,simulado,69.8,1.0,6.2,3474.0,36.6,29.7,,0
2026-09-23T22:59:11+00:00,M01,simulado,69.6,1.0,6.0,3489.0,37.1,27.2,,0
2026-09-23T22:59:21+00:00,M01,simulado,69.6,1.0,6.0,3481.0,36.9,30.1,,0
2026-09-23T22:59:31+00:00,M01,simulado,69.8,1.0,6.0,3501.0,37.8,27.4,,0
2026-09-23T22:59:41+00:00,M01,simulado,69.7,1.0,6.1,3497.0,38.0,27.7,,0
2026-09-23T22:59:51+00:00,M01,simulado,69.7,1.2,6.4,3474.0,37.9,29.5,,0
2026-09-23T23:00:01+00:00,M01,simulado,69.8,1.3,6.2,3492.0,38.0,28.5,,0
2026-09-23T23:00:11+00:00,M01,simulado,69.8,1.2,6.5,3510.0,37.4,29.5,,0
2026-09-23T23:00:21+00:00,M01,simulado,69.8,1.2,6.6,3534.0,37.1,28.6,,0
2026-09-23T23:00:31+00:00,M01,simulado,69.7,1.4,6.5,3551.0,37.5,28.0,,0
2026-09-23T23:00:41+00:00,M01,simulado,69.9,1.3,6.4,3546.0,36.5,29.2,,0
2026-09-23T23:00:51+00:00,M01,simulado,69.9,1.1,6.4,3531.0,36.0,27.7,,0
2026-09-23T23:01:01+00:00,M01,simulado,69.9,1.0,6.3,3513.0,36.0,29.4,,0
2026-09-23T23:01:11+00:00,M01,simulado,69.7,1.0,6.0,3497.0,36.4,27.8,,0
2026-09-23T23:01:21+00:00,M01,simulado,69.7,1.1,6.1,3485.0,35.9,27.6,,0
2026-09-23T23:01:31+00:00,M01,simulado,69.9,1.0,6.0,3468.0,35.6,27.4,,0
2026-09-23T23:01:41+00:00,M01,simulado,69.7,1.1,6.3,3468.0,35.2,27.0,,0
2026-09-23T23:01:51+00:00,M01,simulado,69.9,1.3,6.2,3476.0,35.6,28.5,,0
2026-09-23T23:02:01+00:00,M01,simulado,69.8,1.1,6.0,3483.0,36.6,30.4,,0
2026-09-23T23:02:11+00:00,M01,simulado,69.9,1.0,6.0,3487.0,36.4,27.8,,0
2026-09-23T23:02:21+00:00,M01,simulado,70.0,1.1,6.0,3493.0,36.9,29.5,,0
2026-09-23T23:02:31+00:00,M01,simulado,69.9,1.0,6.1,3505.0,36.9,29.2,,0
2026-09-23T23:02:41+00:00,M01,simulado,69.7,1.0,6.2,3528.0,37.0,27.3,,0
2026-09-23T23:02:51+00:00,M01,simulado,69.8,1.1,6.2,3525.0,37.1,27.3,,0
2026-09-23T23:03:01+00:00,M01,simulado,69.8,1.0,6.1,3504.0,36.6,27.6,,0
2026-09-23T23:03:11+00:00,M01,simulado,70.0,1.0,6.0,3491.0,37.0,29.8,,0
2026-09-23T23:03:21+00:00,M01,simulado,69.8,1.0,6.0,3490.0,36.0,29.7,,0
2026-09-23T23:03:31+00:00,M01,simulado,69.6,1.0,6.1,3498.0,36.9,28.0,,0
2026-09-23T23:03:41+00:00,M01,simulado,69.5,1.0,6.2,3506.0,37.7,27.8,,0
2026-09-23T23:03:51+00:00,M01,simulado,69.8,1.0,6.0,3499.0,37.8,28.2,,0
2026-09-23T23:04:01+00:00,M01,simulado,69.9,1.0,6.0,3496.0,37.9,30.1,,0
2026-09-23T23:04:11+00:00,M01,simulado,69.7,1.0,6.3,3490.0,37.5,27.0,,0
2026-09-23T23:04:21+00:00,M01,simulado,69.7,1.0,6.3,3489.0,38.0,29.0,,0
2026-09-23T23:04:31+00:00,M01,simulado,69.6,1.0,6.0,3479.0,38.0,28.8,,0
2026-09-23T23:04:41+00:00,M01,simulado,69.7,1.0,6.3,3462.0,37.3,27.0,,0
2026-09-23T23:04:51+00:00,M01,simulado,69.5,1.0,6.5,3479.0,37.8,29.6,,0
2026-09-23T23:05:01+00:00,M01,simulado,69.8,1.2,6.7,3499.0,38.0,28.7,,0
2026-09-23T23:05:11+00:00,M01,simulado,69.8,1.3,6.4,3512.0,37.6,28.1,,0
2026-09-23T23:05:21+00:00,M01,simulado,69.9,1.5,6.5,3527.0,37.0,30.9,,0
2026-09-23T23:05:31+00:00,M01,simulado,69.7,1.6,6.6,3527.0,36.4,29.9,,0
2026-09-23T23:05:41+00:00,M01,simulado,69.6,1.7,6.6,3549.0,36.7,28.6,,0
2026-09-23T23:05:51+00:00,M01,simulado,69.7,1.5,6.6,3544.0,35.7,29.4,,0
2026-09-23T23:06:01+00:00,M01,simulado,69.5,1.8,6.3,3550.0,35.6,27.1,,0
2026-09-23T23:06:11+00:00,M01,simulado,69.6,1.9,6.5,3566.0,34.9,29.0,,0
2026-09-23T23:06:21+00:00,M01,simulado,69.5,1.8,6.6,3568.0,35.8,27.6,,0
2026-09-23T23:06:31+00:00,M01,simulado,69.5,1.7,6.9,3561.0,36.0,31.0,,0
2026-09-23T23:06:41+00:00,M01,simulado,69.6,1.9,7.0,3578.0,35.1,27.1,,0
2026-09-23T23:06:51+00:00,M01,simulado,69.6,1.8,6.9,3562.0,35.4,27.7,,0
2026-09-23T23:07:01+00:00,M01,simulado,69.8,1.6,6.9,3542.0,36.0,28.9,,0
2026-09-23T23:07:11+00:00,M01,simulado,69.8,1.3,6.9,3555.0,36.4,28.0,,0
2026-09-23T23:07:21+00:00,M01,simulado,70.0,1.5,6.8,3537.0,36.9,29.9,,0
2026-09-23T23:07:31+00:00,M01,simulado,69.7,1.7,6.7,3560.0,37.8,28.1,,0
2026-09-23T23:07:41+00:00,M01,simulado,69.5,1.7,6.7,3558.0,37.7,30.2,,0
2026-09-23T23:07:51+00:00,M01,simulado,69.6,1.8,6.8,3550.0,37.2,29.7,,0
2026-09-23T23:08:01+00:00,M01,simulado,69.8,1.6,7.0,3526.0,36.8,27.6,,0
2026-09-23T23:08:11+00:00,M01,simulado,69.6,1.8,7.3,3542.0,37.3,30.0,,0
2026-09-23T23:08:21+00:00,M01,simulado,69.6,1.9,7.4,3538.0,36.5,27.1,,0
2026-09-23T23:08:31+00:00,M01,simulado,69.7,2.0,7.4,3521.0,37.1,30.3,,0
2026-09-23T23:08:41+00:00,M01,simulado,69.7,1.8,7.1,3496.0,38.0,29.6,,0
2026-09-23T23:08:51+00:00,M01,simulado,69.7,2.0,6.9,3500.0,37.2,30.6,,0
2026-09-23T23:09:01+00:00,M01,simulado,69.8,2.2,6.9,3522.0,37.8,29.5,,0
2026-09-23T23:09:11+00:00,M01,simulado,69.6,2.4,6.7,3527.0,38.0,31.0,,0
2026-09-23T23:09:21+00:00,M01,simulado,69.8,2.4,6.8,3522.0,37.5,29.8,,0
2026-09-23T23:09:31+00:00,M01,simulado,69.8,2.6,7.0,3504.0,38.0,29.3,,0
2026-09-23T23:09:41+00:00,M01,simulado,69.7,2.7,6.8,3480.0,37.7,28.2,,0
2026-09-23T23:09:51+00:00,M01,simulado,69.7,2.6,6.6,3497.0,37.8,29.8,,0
2026-09-23T23:10:01+00:00,M01,simulado,69.5,2.6,6.7,3516.0,38.0,28.0,,0
2026-09-23T23:10:11+00:00,M01,simulado,69.6,2.7,6.9,3530.0,37.8,28.5,,0
2026-09-23T23:10:21+00:00,M01,simulado,69.5,2.5,7.1,3533.0,38.0,30.1,,0
2026-09-23T23:10:31+00:00,M01,simulado,69.6,2.4,7.1,3548.0,38.0,27.6,,0
2026-09-23T23:10:41+00:00,M01,simulado,69.7,2.5,7.1,3548.0,38.0,31.0,,0
2026-09-23T23:10:51+00:00,M01,simulado,69.5,2.5,7.0,3567.0,38.0,29.0,,0
2026-09-23T23:11:01+00:00,M01,simulado,69.6,2.3,6.8,3573.0,38.0,28.5,,0
2026-09-23T23:11:11+00:00,M01,simulado,69.8,2.5,6.6,3562.0,37.2,27.6,,0
2026-09-23T23:11:21+00:00,M01,simulado,70.0,2.7,6.7,3555.0,38.0,30.0,,0
2026-09-23T23:11:31+00:00,M01,simulado,69.9,2.6,6.8,3559.0,38.0,28.7,,0
2026-09-23T23:11:41+00:00,M01,simulado,69.8,2.8,7.1,3542.0,37.1,27.4,,0
2026-09-23T23:11:51+00:00,M01,simulado,69.7,2.8,7.2,3529.0,37.6,28.9,,0
2026-09-23T23:12:01+00:00,M01,simulado,69.5,2.8,7.4,3539.0,37.1,30.2,,0
2026-09-23T23:12:11+00:00,M01,simulado,69.4,2.9,7.3,3555.0,36.9,30.1,,0
